categoryid,parentid,root_category,depth_level,path,is_root,is_leaf,total_views,total_carts,total_purchases,unique_visitors,unique_items,view_to_cart_rate,cart_to_purchase_rate,category_cvr,cart_abandonment_rate,outofstock_items,outofstock_views,traffic_rank,cvr_rank
797,213,1532,3,1532 > 1299 > 213 > 797,0,1,294,30,13,217,40,10.2041,43.3333,4.4218,56.6667,27,101,623,12
947,1012,1532,3,1532 > 500 > 1012 > 947,0,0,291,14,7,206,76,4.8110,50.0000,2.4055,50.0000,59,155,624,61
1476,1081,1224,2,1224 > 1081 > 1476,0,1,291,14,4,209,85,4.8110,28.5714,1.3746,71.4286,42,124,624,184
147,714,1600,4,1600 > 872 > 426 > 714 > 147,0,1,290,39,21,200,10,13.4483,53.8462,7.2414,46.1538,6,30,626,3
454,71,1579,2,1579 > 71 > 454,0,1,290,0,0,221,27,0.0000,,0.0000,,27,290,626,654
685,908,140,4,140 > 920 > 1487 > 908 > 685,0,1,287,6,4,226,40,2.0906,66.6667,1.3937,33.3333,34,187,628,179
1159,71,1579,2,1579 > 71 > 1159,0,1,287,0,0,243,57,0.0000,,0.0000,,57,287,628,654
1408,1259,431,2,431 > 1259 > 1408,0,1,282,0,0,237,77,0.0000,,0.0000,,77,282,630,654
1465,1251,653,3,653 > 312 > 1251 > 1465,0,1,274,5,2,210,20,1.8248,40.0000,0.7299,60.0000,18,235,631,405
607,312,653,2,653 > 312 > 607,0,1,273,4,0,214,13,1.4652,0.0000,0.0000,100.0000,8,73,632,654
1189,9,653,3,653 > 351 > 9 > 1189,0,1,270,20,10,169,30,7.4074,50.0000,3.7037,50.0000,30,270,633,18
991,1259,431,2,431 > 1259 > 991,0,1,267,0,0,212,39,0.0000,,0.0000,,39,267,634,654
1513,1416,378,2,378 > 1416 > 1513,0,1,266,6,5,221,66,2.2556,83.3333,1.8797,16.6667,60,204,635,100
543,250,250,1,250 > 543,0,1,260,0,0,220,19,0.0000,,0.0000,,18,254,636,654
1164,1266,1532,3,1532 > 293 > 1266 > 1164,0,1,259,3,1,236,37,1.1583,33.3333,0.3861,66.6667,35,226,637,556
377,714,1600,4,1600 > 872 > 426 > 714 > 377,0,1,255,5,3,167,37,1.9608,60.0000,1.1765,40.0000,33,238,638,241
276,1516,1600,4,1600 > 287 > 265 > 1516 > 276,0,1,251,14,3,179,18,5.5777,21.4286,1.1952,78.5714,14,137,639,235
1169,92,653,2,653 > 92 > 1169,0,1,250,0,0,166,88,0.0000,,0.0000,,65,109,640,654
1284,1383,140,3,140 > 409 > 1383 > 1284,0,1,250,4,3,135,17,1.6000,75.0000,1.2000,25.0000,2,37,640,232
992,1008,679,3,679 > 1424 > 1008 > 992,0,1,249,11,4,207,30,4.4177,36.3636,1.6064,63.6364,24,147,642,138
1147,1027,250,2,250 > 1027 > 1147,0,1,247,8,5,135,55,3.2389,62.5000,2.0243,37.5000,55,247,643,83
102,351,653,2,653 > 351 > 102,0,1,246,8,3,128,8,3.2520,37.5000,1.2195,62.5000,8,246,644,225
1432,362,431,2,431 > 362 > 1432,0,1,245,0,0,162,95,0.0000,,0.0000,,95,245,645,654
1471,339,1600,3,1600 > 287 > 339 > 1471,0,1,243,20,6,129,33,8.2305,30.0000,2.4691,70.0000,11,69,646,55
798,1490,1490,1,1490 > 798,0,0,243,1,0,192,1,0.4115,0.0000,0.0000,100.0000,1,243,646,654
883,1481,1600,3,1600 > 287 > 1481 > 883,0,1,242,6,2,177,49,2.4793,33.3333,0.8264,66.6667,46,218,648,357
904,114,1224,3,1224 > 1443 > 114 > 904,0,1,240,7,3,153,20,2.9167,42.8571,1.2500,57.1429,10,131,649,215
734,893,395,3,395 > 1615 > 893 > 734,0,1,239,4,2,167,13,1.6736,50.0000,0.8368,50.0000,7,155,650,350
106,381,1482,2,1482 > 381 > 106,0,1,239,7,0,193,56,2.9289,0.0000,0.0000,100.0000,56,239,650,654
1209,1292,140,3,140 > 540 > 1292 > 1209,0,1,239,5,4,168,26,2.0921,80.0000,1.6736,20.0000,17,129,650,124
722,1110,653,2,653 > 1110 > 722,0,1,237,3,1,186,19,1.2658,33.3333,0.4219,66.6667,14,204,653,542
103,630,679,2,679 > 630 > 103,0,1,236,19,12,169,13,8.0508,63.1579,5.0847,36.8421,1,29,654,10
851,587,791,2,791 > 587 > 851,0,1,236,13,2,132,53,5.5085,15.3846,0.8475,84.6154,15,43,654,346
1592,393,1490,3,1490 > 25 > 393 > 1592,0,1,234,2,1,173,34,0.8547,50.0000,0.4274,50.0000,33,162,656,539
1510,1009,431,2,431 > 1009 > 1510,0,1,233,0,0,187,52,0.0000,,0.0000,,52,233,657,654
948,1110,653,2,653 > 1110 > 948,0,1,232,4,0,190,13,1.7241,0.0000,0.0000,100.0000,13,232,658,654
461,1229,791,2,791 > 1229 > 461,0,1,230,1,0,131,59,0.4348,0.0000,0.0000,100.0000,47,106,659,654
848,1228,140,4,140 > 540 > 121 > 1228 > 848,0,1,230,6,0,134,31,2.6087,0.0000,0.0000,100.0000,9,28,659,654
541,777,140,3,140 > 920 > 777 > 541,0,1,228,0,0,180,5,0.0000,,0.0000,,5,228,661,654
1435,131,140,3,140 > 1486 > 131 > 1435,0,1,228,7,0,157,38,3.0702,0.0000,0.0000,100.0000,29,140,661,654
518,362,431,2,431 > 362 > 518,0,1,228,0,0,181,71,0.0000,,0.0000,,71,228,661,654
361,872,1600,2,1600 > 872 > 361,0,1,228,12,6,142,8,5.2632,50.0000,2.6316,50.0000,4,131,661,45
680,114,1224,3,1224 > 1443 > 114 > 680,0,1,228,6,2,139,59,2.6316,33.3333,0.8772,66.6667,35,125,661,337
1270,351,653,2,653 > 351 > 1270,0,1,227,3,0,186,31,1.3216,0.0000,0.0000,100.0000,29,164,666,654
744,105,1224,2,1224 > 105 > 744,0,1,226,7,4,108,78,3.0973,57.1429,1.7699,42.8571,27,51,667,113
893,1615,395,2,395 > 1615 > 893,0,0,226,0,0,187,2,0.0000,,0.0000,,2,226,667,654
1321,1618,1600,3,1600 > 995 > 1618 > 1321,0,1,223,8,2,158,45,3.5874,25.0000,0.8969,75.0000,32,103,669,333
1132,381,1482,2,1482 > 381 > 1132,0,1,222,4,3,152,17,1.8018,75.0000,1.3514,25.0000,14,69,670,192
174,893,395,3,395 > 1615 > 893 > 174,0,1,219,0,0,168,20,0.0000,,0.0000,,17,203,671,654
1560,293,1532,2,1532 > 293 > 1560,0,1,218,0,0,197,120,0.0000,,0.0000,,120,218,672,654
863,194,1579,3,1579 > 865 > 194 > 863,0,1,218,0,0,183,64,0.0000,,0.0000,,64,218,672,654
1541,968,1600,2,1600 > 968 > 1541,0,1,216,55,13,143,42,25.4630,23.6364,6.0185,76.3636,13,34,674,7
1450,920,140,2,140 > 920 > 1450,0,1,211,5,3,138,11,2.3697,60.0000,1.4218,40.0000,8,176,675,173
1362,587,791,2,791 > 587 > 1362,0,1,208,56,1,131,129,26.9231,1.7857,0.4808,98.2143,14,27,676,525
89,937,1532,4,1532 > 107 > 1174 > 937 > 89,0,1,207,7,5,171,67,3.3816,71.4286,2.4155,28.5714,65,173,677,58
1475,905,1698,3,1698 > 110 > 905 > 1475,0,1,206,8,0,158,54,3.8835,0.0000,0.0000,100.0000,54,206,678,654
1203,755,755,1,755 > 1203,0,1,206,0,0,175,37,0.0000,,0.0000,,37,206,678,654
340,745,140,3,140 > 540 > 745 > 340,0,0,204,18,11,130,1,8.8235,61.1111,5.3922,38.8889,0,0,680,8
192,1181,140,3,140 > 1486 > 1181 > 192,0,1,203,2,0,154,46,0.9852,0.0000,0.0000,100.0000,41,176,681,654
481,1009,431,2,431 > 1009 > 481,0,1,200,0,0,131,52,0.0000,,0.0000,,52,200,682,654
95,1519,140,2,140 > 1519 > 95,0,0,200,4,3,129,21,2.0000,75.0000,1.5000,25.0000,16,160,682,156
466,1145,1532,3,1532 > 113 > 1145 > 466,0,1,200,11,5,132,18,5.5000,45.4545,2.5000,54.5455,6,47,682,51
1216,859,859,1,859 > 1216,0,1,198,10,2,120,37,5.0505,20.0000,1.0101,80.0000,16,88,685,287
855,1591,1579,2,1579 > 1591 > 855,0,1,197,0,0,172,77,0.0000,,0.0000,,77,197,686,654
1437,945,653,2,653 > 945 > 1437,0,1,197,4,0,109,12,2.0305,0.0000,0.0000,100.0000,12,197,686,654
244,1495,791,2,791 > 1495 > 244,0,1,194,3,1,124,51,1.5464,33.3333,0.5155,66.6667,50,92,688,512
1509,620,140,4,140 > 540 > 1515 > 620 > 1509,0,1,194,3,1,169,44,1.5464,33.3333,0.5155,66.6667,44,194,688,512
1223,1651,1579,2,1579 > 1651 > 1223,0,1,193,0,0,156,29,0.0000,,0.0000,,29,193,690,654
520,1606,1600,3,1600 > 1684 > 1606 > 520,0,0,193,8,3,132,7,4.1451,37.5000,1.5544,62.5000,0,0,690,148
184,1009,431,2,431 > 1009 > 184,0,1,192,0,0,154,67,0.0000,,0.0000,,67,192,692,654
1577,362,431,2,431 > 362 > 1577,0,1,191,0,0,154,60,0.0000,,0.0000,,60,191,693,654
512,362,431,2,431 > 362 > 512,0,1,191,0,0,159,66,0.0000,,0.0000,,66,191,693,654
1586,381,1482,2,1482 > 381 > 1586,0,1,191,4,1,142,11,2.0942,25.0000,0.5236,75.0000,7,52,693,508
1620,937,1532,4,1532 > 107 > 1174 > 937 > 1620,0,1,190,1,0,161,58,0.5263,0.0000,0.0000,100.0000,57,182,696,654
234,322,140,3,140 > 1486 > 322 > 234,0,1,190,6,2,134,29,3.1579,33.3333,1.0526,66.6667,18,62,696,277
1230,8,1579,3,1579 > 1591 > 8 > 1230,0,1,186,0,0,146,35,0.0000,,0.0000,,35,186,698,654
1456,127,653,3,653 > 312 > 127 > 1456,0,1,186,5,2,122,5,2.6882,40.0000,1.0753,60.0000,1,7,698,268
800,383,1579,3,1579 > 1591 > 383 > 800,0,1,184,0,0,155,65,0.0000,,0.0000,,65,184,700,654
1104,1534,140,3,140 > 540 > 1534 > 1104,0,1,184,5,1,130,5,2.7174,20.0000,0.5435,80.0000,3,89,700,491
1124,351,653,2,653 > 351 > 1124,0,1,183,0,0,157,36,0.0000,,0.0000,,34,167,702,654
204,933,1224,2,1224 > 933 > 204,0,1,183,2,0,125,6,1.0929,0.0000,0.0000,100.0000,5,173,702,654
151,33,1224,2,1224 > 33 > 151,0,1,183,9,7,104,34,4.9180,77.7778,3.8251,22.2222,23,137,702,16
122,520,1600,4,1600 > 1684 > 1606 > 520 > 122,0,1,180,5,1,127,28,2.7778,20.0000,0.5556,80.0000,24,92,705,486
315,131,140,3,140 > 1486 > 131 > 315,0,1,177,0,0,137,69,0.0000,,0.0000,,68,173,706,654
1015,131,140,3,140 > 1486 > 131 > 1015,0,1,176,0,0,137,3,0.0000,,0.0000,,3,176,707,654
455,1678,1698,2,1698 > 1678 > 455,0,1,176,4,0,125,25,2.2727,0.0000,0.0000,100.0000,25,176,707,654
430,1502,1698,2,1698 > 1502 > 430,0,1,173,2,1,143,24,1.1561,50.0000,0.5780,50.0000,24,173,709,472
1400,335,140,3,140 > 1486 > 335 > 1400,0,1,172,8,1,105,23,4.6512,12.5000,0.5814,87.5000,13,32,710,470
1245,1259,431,2,431 > 1259 > 1245,0,1,171,0,0,129,63,0.0000,,0.0000,,63,171,711,654
189,586,140,3,140 > 1519 > 586 > 189,0,1,171,2,1,117,11,1.1696,50.0000,0.5848,50.0000,3,22,711,469
597,1329,140,3,140 > 1519 > 1329 > 597,0,1,170,3,1,109,17,1.7647,33.3333,0.5882,66.6667,10,50,713,467
1346,1678,1698,2,1698 > 1678 > 1346,0,1,167,5,2,107,15,2.9940,40.0000,1.1976,60.0000,15,167,714,233
1522,1009,431,2,431 > 1009 > 1522,0,1,166,0,0,145,68,0.0000,,0.0000,,68,166,715,654
115,1110,653,2,653 > 1110 > 115,0,1,163,1,2,133,16,0.6135,200.0000,1.2270,-100.0000,15,81,716,222
765,1229,791,2,791 > 1229 > 765,0,1,163,1,0,109,57,0.6135,0.0000,0.0000,100.0000,15,39,716,654
288,314,140,3,140 > 164 > 314 > 288,0,1,161,6,4,49,24,3.7267,66.6667,2.4845,33.3333,9,13,718,53
177,768,653,2,653 > 768 > 177,0,1,160,0,0,101,6,0.0000,,0.0000,,6,160,719,654
278,362,431,2,431 > 362 > 278,0,1,160,0,0,124,58,0.0000,,0.0000,,58,160,719,654
233,630,679,2,679 > 630 > 233,0,1,159,2,1,135,26,1.2579,50.0000,0.6289,50.0000,21,153,721,445
1413,1313,1600,3,1600 > 872 > 1313 > 1413,0,1,159,0,0,118,42,0.0000,,0.0000,,24,58,721,654
790,1492,1532,3,1532 > 107 > 1492 > 790,0,1,158,3,1,120,24,1.8987,33.3333,0.6329,66.6667,14,58,723,442
1264,1687,250,3,250 > 1335 > 1687 > 1264,0,1,156,0,0,122,26,0.0000,,0.0000,,26,156,724,654
69,485,250,3,250 > 1335 > 485 > 69,0,1,155,0,0,137,74,0.0000,,0.0000,,73,145,725,654
1217,630,679,2,679 > 630 > 1217,0,1,154,3,1,136,59,1.9481,33.3333,0.6494,66.6667,26,82,726,437
951,825,140,4,140 > 540 > 1368 > 825 > 951,0,1,153,0,0,96,13,0.0000,,0.0000,,1,26,727,654
1283,1651,1579,2,1579 > 1651 > 1283,0,1,151,0,0,107,33,0.0000,,0.0000,,33,151,728,654
166,1259,431,2,431 > 1259 > 166,0,1,149,0,0,113,68,0.0000,,0.0000,,68,149,729,654
640,55,1600,2,1600 > 55 > 640,0,0,148,6,5,95,2,4.0541,83.3333,3.3784,16.6667,0,0,730,23
915,1550,1579,3,1579 > 359 > 1550 > 915,0,1,148,0,0,110,53,0.0000,,0.0000,,53,148,730,654
1077,1081,1224,2,1224 > 1081 > 1077,0,1,147,8,3,72,39,5.4422,37.5000,2.0408,62.5000,14,53,732,81
4,1266,1532,3,1532 > 293 > 1266 > 4,0,1,144,12,10,104,23,8.3333,83.3333,6.9444,16.6667,19,95,733,4
70,8,1579,3,1579 > 1591 > 8 > 70,0,1,143,0,0,119,92,0.0000,,0.0000,,92,143,734,654
652,127,653,3,653 > 312 > 127 > 652,0,1,143,1,0,103,13,0.6993,0.0000,0.0000,100.0000,8,45,734,654
1088,287,1600,2,1600 > 287 > 1088,0,1,143,8,3,99,11,5.5944,37.5000,2.0979,62.5000,6,44,734,78
297,312,653,2,653 > 312 > 297,0,1,142,5,2,99,14,3.5211,40.0000,1.4085,60.0000,11,83,737,176
563,121,140,3,140 > 540 > 121 > 563,0,1,141,3,1,56,11,2.1277,33.3333,0.7092,66.6667,4,17,738,414
1627,827,140,3,140 > 920 > 827 > 1627,0,1,139,0,0,89,47,0.0000,,0.0000,,46,103,739,654
258,1139,679,2,679 > 1139 > 258,0,1,139,1,0,107,14,0.7194,0.0000,0.0000,100.0000,10,49,739,654
519,385,1452,3,1452 > 1671 > 385 > 519,0,1,136,0,0,113,5,0.0000,,0.0000,,5,136,741,654
363,994,755,2,755 > 994 > 363,0,1,136,0,0,121,28,0.0000,,0.0000,,28,136,741,654
1660,1323,395,3,395 > 1200 > 1323 > 1660,0,1,136,8,2,101,6,5.8824,25.0000,1.4706,75.0000,2,56,741,166
1176,835,1600,3,1600 > 55 > 835 > 1176,0,1,136,13,4,77,11,9.5588,30.7692,2.9412,69.2308,6,26,741,34
983,131,140,3,140 > 1486 > 131 > 983,0,1,135,3,3,83,6,2.2222,100.0000,2.2222,0.0000,3,10,745,71
916,9,653,3,653 > 351 > 9 > 916,0,1,127,0,0,96,7,0.0000,,0.0000,,7,127,746,654
111,362,431,2,431 > 362 > 111,0,1,127,0,0,99,42,0.0000,,0.0000,,42,127,746,654
490,647,1698,3,1698 > 1160 > 647 > 490,0,1,126,13,2,83,53,10.3175,15.3846,1.5873,84.6154,49,82,748,141
272,1687,250,3,250 > 1335 > 1687 > 272,0,1,125,0,0,88,65,0.0000,,0.0000,,64,118,749,654
1676,1618,1600,3,1600 > 995 > 1618 > 1676,0,1,121,7,2,89,15,5.7851,28.5714,1.6529,71.4286,8,29,750,128
193,950,1600,4,1600 > 872 > 426 > 950 > 193,0,1,119,7,0,91,19,5.8824,0.0000,0.0000,100.0000,14,79,751,654
79,1687,250,3,250 > 1335 > 1687 > 79,0,1,119,0,0,106,31,0.0000,,0.0000,,31,119,751,654
1563,121,140,3,140 > 540 > 121 > 1563,0,1,118,1,0,80,4,0.8475,0.0000,0.0000,100.0000,1,10,753,654
134,1028,140,3,140 > 540 > 1028 > 134,0,1,118,6,1,99,4,5.0847,16.6667,0.8475,83.3333,2,68,753,346
1086,250,250,1,250 > 1086,0,1,116,0,0,91,4,0.0000,,0.0000,,4,116,755,654
1304,362,431,2,431 > 362 > 1304,0,1,116,0,0,95,35,0.0000,,0.0000,,35,116,755,654
284,1009,431,2,431 > 1009 > 284,0,1,115,0,0,94,48,0.0000,,0.0000,,48,115,757,654
1523,265,1600,3,1600 > 287 > 265 > 1523,0,1,113,21,10,95,34,18.5841,47.6190,8.8496,52.3810,18,47,758,1
759,1423,791,2,791 > 1423 > 759,0,1,113,6,0,65,23,5.3097,0.0000,0.0000,100.0000,8,30,758,654
1204,1215,679,3,679 > 1424 > 1215 > 1204,0,1,112,0,0,89,32,0.0000,,0.0000,,32,112,760,654
1285,1259,431,2,431 > 1259 > 1285,0,1,112,0,0,74,53,0.0000,,0.0000,,53,112,760,654
1165,402,1482,3,1482 > 143 > 402 > 1165,0,1,110,11,2,67,17,10.0000,18.1818,1.8182,81.8182,11,57,762,109
1227,1505,140,3,140 > 384 > 1505 > 1227,0,1,108,9,1,55,18,8.3333,11.1111,0.9259,88.8889,1,5,763,325
319,92,653,2,653 > 92 > 319,0,1,107,2,1,91,29,1.8692,50.0000,0.9346,50.0000,19,54,764,320
946,351,653,2,653 > 351 > 946,0,1,106,2,0,80,5,1.8868,0.0000,0.0000,100.0000,5,106,765,654
1653,393,1490,3,1490 > 25 > 393 > 1653,0,1,106,2,1,81,41,1.8868,50.0000,0.9434,50.0000,33,62,765,317
1425,385,1452,3,1452 > 1671 > 385 > 1425,0,1,105,0,0,68,10,0.0000,,0.0000,,10,105,767,654
128,945,653,2,653 > 945 > 128,0,1,104,1,0,75,8,0.9615,0.0000,0.0000,100.0000,8,104,768,654
1662,630,679,2,679 > 630 > 1662,0,1,102,0,0,80,14,0.0000,,0.0000,,8,26,769,654
907,768,653,2,653 > 768 > 907,0,1,102,1,1,61,9,0.9804,100.0000,0.9804,0.0000,8,78,769,301
285,893,395,3,395 > 1615 > 893 > 285,0,1,101,1,0,65,6,0.9901,0.0000,0.0000,100.0000,1,11,771,654
669,1266,1532,3,1532 > 293 > 1266 > 669,0,1,101,17,7,74,26,16.8317,41.1765,6.9307,58.8235,7,20,771,5
576,1034,1698,2,1698 > 1034 > 576,0,1,101,0,0,70,20,0.0000,,0.0000,,20,101,771,654
1324,1181,140,3,140 > 1486 > 1181 > 1324,0,1,101,22,2,71,40,21.7822,9.0909,1.9802,90.9091,30,63,771,86
413,149,140,3,140 > 1519 > 149 > 413,0,1,99,3,2,75,16,3.0303,66.6667,2.0202,33.3333,11,35,775,775
215,1453,1579,3,1579 > 71 > 1453 > 215,0,1,98,0,0,76,23,0.0000,,0.0000,,23,98,776,775
382,322,140,3,140 > 1486 > 322 > 382,0,1,97,4,2,48,28,4.1237,50.0000,2.0619,50.0000,20,26,777,775
1457,1486,140,2,140 > 1486 > 1457,0,1,97,1,0,71,13,1.0309,0.0000,0.0000,100.0000,10,54,777,775
1397,1416,378,2,378 > 1416 > 1397,0,1,97,0,0,89,20,0.0000,,0.0000,,20,97,777,775
1552,1259,431,2,431 > 1259 > 1552,0,1,97,0,0,80,31,0.0000,,0.0000,,31,97,777,775
447,1009,431,2,431 > 1009 > 447,0,1,94,0,1,70,19,0.0000,,1.0638,,19,94,781,775
909,1229,791,2,791 > 1229 > 909,0,1,93,3,1,69,16,3.2258,33.3333,1.0753,66.6667,9,45,782,775
634,226,1532,3,1532 > 107 > 226 > 634,0,1,92,5,3,61,14,5.4348,60.0000,3.2609,40.0000,2,12,783,775
1553,886,140,3,140 > 1486 > 886 > 1553,0,1,91,4,1,79,14,4.3956,25.0000,1.0989,75.0000,8,36,784,775
74,250,250,1,250 > 74,0,1,91,0,0,86,5,0.0000,,0.0000,,5,91,784,775
645,1596,653,2,653 > 1596 > 645,0,1,90,0,0,61,16,0.0000,,0.0000,,8,39,786,775
812,92,653,2,653 > 92 > 812,0,1,90,1,0,52,12,1.1111,0.0000,0.0000,100.0000,2,7,786,775
99,1667,140,3,140 > 409 > 1667 > 99,0,1,88,3,0,71,7,3.4091,0.0000,0.0000,100.0000,7,88,788,775
259,71,1579,2,1579 > 71 > 259,0,1,88,0,0,70,50,0.0000,,0.0000,,50,88,788,775
223,131,140,3,140 > 1486 > 131 > 223,0,1,88,2,1,64,16,2.2727,50.0000,1.1364,50.0000,13,63,788,775
236,647,1698,3,1698 > 1160 > 647 > 236,0,1,88,9,2,60,49,10.2273,22.2222,2.2727,77.7778,42,59,788,775
625,9,653,3,653 > 351 > 9 > 625,0,1,86,0,0,76,13,0.0000,,0.0000,,13,86,792,775
1287,1009,431,2,431 > 1009 > 1287,0,1,85,0,0,59,31,0.0000,,0.0000,,31,85,793,775
932,777,140,3,140 > 920 > 777 > 932,0,1,85,5,0,55,10,5.8824,0.0000,0.0000,100.0000,6,19,793,775
67,835,1600,3,1600 > 55 > 835 > 67,0,1,85,4,2,59,19,4.7059,50.0000,2.3529,50.0000,14,36,793,775
251,194,1579,3,1579 > 865 > 194 > 251,0,1,84,0,0,56,37,0.0000,,0.0000,,37,84,796,775
1238,265,1600,3,1600 > 287 > 265 > 1238,0,1,84,3,1,72,11,3.5714,33.3333,1.1905,66.6667,10,78,796,775
861,381,1482,2,1482 > 381 > 861,0,1,84,1,1,65,4,1.1905,100.0000,1.1905,0.0000,3,41,796,775
179,1259,431,2,431 > 1259 > 179,0,1,84,0,0,66,40,0.0000,,0.0000,,40,84,796,775
286,1214,653,3,653 > 1202 > 1214 > 286,0,1,82,0,0,62,25,0.0000,,0.0000,,25,82,800,775
1351,795,250,2,250 > 795 > 1351,0,1,82,0,0,70,26,0.0000,,0.0000,,23,73,800,775
443,1687,250,3,250 > 1335 > 1687 > 443,0,1,81,0,0,55,18,0.0000,,0.0000,,18,81,802,775
182,1308,140,3,140 > 1519 > 1308 > 182,0,1,81,3,0,63,7,3.7037,0.0000,0.0000,100.0000,5,16,802,775
1684,1600,1600,1,1600 > 1684,0,0,80,1,0,53,3,1.2500,0.0000,0.0000,100.0000,0,0,804,775
1547,732,1482,3,1482 > 593 > 732 > 1547,0,1,79,0,0,66,8,0.0000,,0.0000,,8,79,805,775
712,1453,1579,3,1579 > 71 > 1453 > 712,0,1,79,0,0,66,30,0.0000,,0.0000,,30,79,805,775
1624,1174,1532,3,1532 > 107 > 1174 > 1624,0,1,78,0,0,70,21,0.0000,,0.0000,,16,47,807,775
21,351,653,2,653 > 351 > 21,0,1,78,1,0,46,9,1.2821,0.0000,0.0000,100.0000,3,13,807,775
1161,587,791,2,791 > 587 > 1161,0,1,77,2,0,50,9,2.5974,0.0000,0.0000,100.0000,1,1,809,775
612,54,1224,3,1224 > 1443 > 54 > 612,0,1,77,5,3,57,17,6.4935,60.0000,3.8961,40.0000,7,12,809,775
156,886,140,3,140 > 1486 > 886 > 156,0,1,77,4,0,58,4,5.1948,0.0000,0.0000,100.0000,1,8,809,775
781,580,1600,3,1600 > 1684 > 580 > 781,0,0,76,1,2,49,6,1.3158,200.0000,2.6316,-100.0000,3,24,812,775
832,959,140,4,140 > 409 > 1095 > 959 > 832,0,1,76,0,0,61,5,0.0000,,0.0000,,4,66,812,775
1367,1028,140,3,140 > 540 > 1028 > 1367,0,1,73,4,1,50,10,5.4795,25.0000,1.3699,75.0000,2,2,814,775
1347,1458,140,3,140 > 384 > 1458 > 1347,0,1,72,3,1,45,7,4.1667,33.3333,1.3889,66.6667,6,38,815,775
350,362,431,2,431 > 362 > 350,0,1,72,0,0,61,30,0.0000,,0.0000,,30,72,815,775
1013,207,1490,2,1490 > 207 > 1013,0,1,71,0,7,35,1,0.0000,,9.8592,,0,0,817,775
1486,140,140,1,140 > 1486,0,0,71,5,3,59,33,7.0423,60.0000,4.2254,40.0000,28,48,817,775
1360,593,1482,2,1482 > 593 > 1360,0,1,71,0,0,55,18,0.0000,,0.0000,,13,43,817,775
1419,362,431,2,431 > 362 > 1419,0,1,71,0,0,66,26,0.0000,,0.0000,,26,71,817,775
475,1550,1579,3,1579 > 359 > 1550 > 475,0,1,70,0,0,48,42,0.0000,,0.0000,,42,70,821,775
328,54,1224,3,1224 > 1443 > 54 > 328,0,1,69,4,2,48,21,5.7971,50.0000,2.8986,50.0000,12,32,822,775
1314,1181,140,3,140 > 1486 > 1181 > 1314,0,1,69,4,2,53,11,5.7971,50.0000,2.8986,50.0000,8,58,822,775
13,1495,791,2,791 > 1495 > 13,0,1,69,3,2,44,10,4.3478,66.6667,2.8986,33.3333,9,31,822,775
221,362,431,2,431 > 362 > 221,0,1,69,0,0,47,7,0.0000,,0.0000,,7,69,822,775
864,994,755,2,755 > 994 > 864,0,1,68,0,0,53,16,0.0000,,0.0000,,16,68,826,775
96,1290,140,3,140 > 164 > 1290 > 96,0,1,67,1,0,29,30,1.4925,0.0000,0.0000,100.0000,2,3,827,775
699,340,140,4,140 > 540 > 745 > 340 > 699,0,1,67,1,0,39,6,1.4925,0.0000,0.0000,100.0000,2,27,827,775
1016,213,1532,3,1532 > 1299 > 213 > 1016,0,1,65,0,0,55,21,0.0000,,0.0000,,21,65,829,775
1094,131,140,3,140 > 1486 > 131 > 1094,0,1,65,1,1,51,24,1.5385,100.0000,1.5385,0.0000,21,39,829,775
1508,209,1532,3,1532 > 293 > 209 > 1508,0,1,64,2,0,44,3,3.1250,0.0000,0.0000,100.0000,1,18,831,775
419,229,140,4,140 > 540 > 1028 > 229 > 419,0,1,64,0,0,51,6,0.0000,,0.0000,,5,40,831,775
682,938,1532,3,1532 > 986 > 938 > 682,0,1,63,2,0,38,9,3.1746,0.0000,0.0000,100.0000,6,27,833,775
1674,1420,250,2,250 > 1420 > 1674,0,1,63,1,0,54,28,1.5873,0.0000,0.0000,100.0000,27,59,833,775
917,1374,395,3,395 > 1278 > 1374 > 917,0,1,63,0,0,46,18,0.0000,,0.0000,,2,13,833,775
1609,383,1579,3,1579 > 1591 > 383 > 1609,0,1,62,0,0,48,33,0.0000,,0.0000,,32,60,836,775
1010,755,755,1,755 > 1010,0,1,62,0,0,59,19,0.0000,,0.0000,,19,62,836,775
1695,250,250,1,250 > 1695,0,1,62,0,0,54,9,0.0000,,0.0000,,9,62,836,775
870,1229,791,2,791 > 1229 > 870,0,1,61,0,0,49,23,0.0000,,0.0000,,9,22,839,775
1461,1215,679,3,679 > 1424 > 1215 > 1461,0,1,60,4,2,49,23,6.6667,50.0000,3.3333,50.0000,19,33,840,775
745,540,140,2,140 > 540 > 745,0,0,60,4,2,39,1,6.6667,50.0000,3.3333,50.0000,0,0,840,775
1478,1632,1579,3,1579 > 885 > 1632 > 1478,0,1,59,0,0,49,20,0.0000,,0.0000,,19,57,842,775
1225,8,1579,3,1579 > 1591 > 8 > 1225,0,1,59,0,0,45,23,0.0000,,0.0000,,23,59,842,775
1060,25,1490,2,1490 > 25 > 1060,0,1,58,0,0,46,17,0.0000,,0.0000,,17,58,844,775
968,1600,1600,1,1600 > 968,0,0,56,1,0,38,3,1.7857,0.0000,0.0000,100.0000,0,0,845,775
641,768,653,2,653 > 768 > 641,0,1,55,2,0,47,7,3.6364,0.0000,0.0000,100.0000,5,13,846,775
667,777,140,3,140 > 920 > 777 > 667,0,1,54,0,0,36,5,0.0000,,0.0000,,5,54,847,775
